gender,SeniorCitizen,Partner,Dependents,PhoneService,Contract,PaperlessBilling,MonthlyCharges,Churn
Female,0,Yes,Yes,Yes,One year,No,65.8,No
Female,0,No,No,Yes,One year,No,20.05,No
Male,0,Yes,No,Yes,Month-to-month,Yes,80,No
Female,0,Yes,Yes,No,One year,No,35.4,No
Male,1,No,No,Yes,One year,Yes,79.6,No
Male,0,Yes,No,Yes,Month-to-month,Yes,80.25,No
Female,0,Yes,Yes,Yes,Month-to-month,No,50.45,Yes
Female,0,No,No,Yes,Month-to-month,Yes,20.45,No
Male,0,No,No,Yes,One year,No,79.6,No
Female,0,Yes,Yes,Yes,Two year,No,24.7,No
Male,0,Yes,No,Yes,Two year,No,77.3,No
Male,0,No,No,No,Month-to-month,Yes,29.75,No
Male,0,No,No,Yes,Month-to-month,No,44.9,No
Male,0,Yes,No,No,Month-to-month,No,29.8,No
Female,0,No,No,Yes,Month-to-month,Yes,74.65,Yes
Female,0,No,No,Yes,Month-to-month,Yes,71.95,No
Male,0,No,No,Yes,Month-to-month,No,20.75,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,56.3,No
Male,0,Yes,Yes,Yes,One year,Yes,105.25,No
Female,0,No,No,Yes,Month-to-month,Yes,94.2,Yes
Male,0,Yes,Yes,Yes,Two year,No,19.55,No
Female,0,No,No,Yes,Month-to-month,No,84.45,No
Male,0,Yes,Yes,Yes,One year,No,53.65,No
Male,1,Yes,No,No,Month-to-month,Yes,29.9,No
Female,0,Yes,Yes,Yes,Two year,No,19.7,No
Female,0,No,No,No,One year,No,43.7,No
Male,0,No,No,Yes,Month-to-month,No,55.3,No
Male,0,Yes,Yes,Yes,Two year,Yes,19.85,No
Female,0,Yes,Yes,Yes,Two year,No,19.65,No
Male,0,No,No,Yes,Month-to-month,Yes,49.45,No
Female,0,Yes,No,Yes,One year,No,106.55,Yes
Male,0,No,No,Yes,Month-to-month,No,20.1,Yes
Male,0,No,Yes,Yes,Two year,No,20.45,No
Female,0,No,No,No,Month-to-month,Yes,39.7,No
Male,0,No,No,Yes,Month-to-month,Yes,54.5,No
Female,0,Yes,Yes,Yes,Month-to-month,No,83.8,Yes
Male,0,No,No,Yes,Month-to-month,No,55.15,Yes
Female,0,No,No,Yes,Two year,Yes,111.6,No
Male,1,Yes,No,Yes,Month-to-month,Yes,86.65,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,55.55,No
Male,0,Yes,No,Yes,One year,Yes,20.55,No
Female,1,No,No,Yes,Month-to-month,Yes,106.75,Yes
Male,0,Yes,Yes,Yes,One year,Yes,62.1,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,104.5,No
Male,1,No,No,Yes,Month-to-month,Yes,101.8,No
Female,1,Yes,Yes,Yes,One year,Yes,110.6,No
Male,0,Yes,Yes,Yes,One year,No,84.9,No
Male,0,No,No,Yes,Month-to-month,Yes,93.2,No
Male,0,No,No,No,Month-to-month,Yes,24.4,No
Female,0,No,No,Yes,Month-to-month,No,70.55,No
Male,0,No,No,Yes,Month-to-month,Yes,78.45,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,85,No
Female,0,Yes,Yes,Yes,Month-to-month,No,87.45,Yes
Female,0,Yes,Yes,Yes,Month-to-month,No,85.8,No
Female,0,No,Yes,Yes,Month-to-month,Yes,91.1,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,70.75,Yes
Female,0,Yes,Yes,Yes,Two year,No,20.1,No
Male,0,Yes,Yes,Yes,One year,No,20.05,No
Male,0,Yes,Yes,Yes,One year,No,74.8,No
Male,0,No,No,Yes,One year,No,24.8,No
Female,0,No,No,Yes,Month-to-month,Yes,100.85,No
Male,1,Yes,No,Yes,Month-to-month,Yes,101.35,Yes
Male,0,No,No,Yes,Month-to-month,Yes,81.7,Yes
Male,0,No,No,Yes,Month-to-month,No,68.25,Yes
Female,0,No,No,Yes,Month-to-month,Yes,105.1,No
Female,0,Yes,No,Yes,Two year,No,20.4,No
Female,0,No,No,Yes,Month-to-month,Yes,79.15,Yes
Male,0,Yes,Yes,Yes,One year,No,20,No
Female,0,Yes,Yes,Yes,Two year,Yes,79.4,No
Male,0,Yes,Yes,Yes,One year,No,57.2,No
Male,0,Yes,No,Yes,Two year,No,58.6,No
Male,0,Yes,No,Yes,Two year,Yes,94.8,No
Male,0,Yes,No,Yes,One year,No,102.5,No
Female,0,Yes,Yes,Yes,One year,Yes,20.35,No
Male,0,No,No,Yes,Month-to-month,Yes,84.9,No
Male,0,Yes,No,Yes,Two year,Yes,69.2,No
Male,1,No,No,Yes,Month-to-month,Yes,95.45,Yes
Male,0,Yes,Yes,Yes,One year,Yes,100.95,Yes
Female,0,Yes,Yes,Yes,Two year,No,20.85,No
Female,0,No,Yes,Yes,Month-to-month,Yes,88.5,No
Female,0,No,No,No,Month-to-month,No,35,No
Female,0,Yes,Yes,Yes,Month-to-month,No,55.15,No
Female,0,No,No,No,Month-to-month,Yes,50.95,No
Female,0,No,No,Yes,Month-to-month,Yes,64,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,69.1,Yes
Female,0,Yes,Yes,Yes,Two year,No,80.2,No
Female,0,No,No,Yes,Month-to-month,Yes,49.3,No
Female,0,Yes,No,Yes,Two year,No,84.35,No
Female,0,No,No,Yes,Month-to-month,No,20.05,No
Male,0,No,No,Yes,One year,Yes,117.2,No
Female,0,Yes,Yes,Yes,One year,No,20.1,No
Female,1,No,No,Yes,Month-to-month,Yes,69.6,Yes
Male,0,No,No,Yes,One year,Yes,103.45,Yes
Female,0,No,No,Yes,Month-to-month,No,77.95,Yes
Male,1,Yes,No,Yes,Two year,Yes,109.95,No
Male,1,No,No,Yes,Month-to-month,No,94.75,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,80,No
Female,0,Yes,Yes,Yes,Two year,No,79.65,No
Female,0,Yes,No,Yes,Two year,No,25.2,No
Female,0,No,No,Yes,One year,No,19.9,No
Female,1,No,No,Yes,Month-to-month,No,78.45,Yes
Female,0,No,No,No,Month-to-month,Yes,44.8,No
Male,0,No,No,Yes,Month-to-month,No,20.3,No
Male,0,No,No,Yes,Month-to-month,No,19.2,No
Female,0,No,No,Yes,One year,No,80.05,No
Male,1,Yes,No,Yes,One year,Yes,107.35,No
Female,0,Yes,No,No,One year,No,47.85,No
Male,0,Yes,No,Yes,One year,No,70.8,No
Male,0,No,No,No,Month-to-month,No,29.5,Yes
Female,0,No,No,Yes,Month-to-month,Yes,70.75,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,59.1,No
Female,0,Yes,No,Yes,Two year,No,25.55,No
Female,1,No,No,Yes,Month-to-month,Yes,84.45,Yes
Female,0,No,Yes,Yes,Month-to-month,No,20.25,No
Female,0,No,No,Yes,Month-to-month,No,75.55,No
Male,0,No,No,Yes,Month-to-month,Yes,85.65,Yes
Male,1,No,No,Yes,One year,Yes,70.15,Yes
Male,0,Yes,No,Yes,One year,No,95.3,No
Female,0,No,No,Yes,Month-to-month,Yes,70.25,No
Female,0,Yes,No,Yes,Month-to-month,Yes,50.3,No
Male,1,No,No,Yes,Month-to-month,Yes,97.8,Yes
Male,0,No,No,Yes,Month-to-month,No,46.3,Yes
Male,0,No,Yes,Yes,Two year,No,19.35,No
Female,0,No,No,Yes,Month-to-month,Yes,106.3,Yes
Male,0,No,No,Yes,Month-to-month,No,25,No
Female,0,Yes,Yes,Yes,Two year,No,20.3,No
Female,0,No,No,Yes,Month-to-month,Yes,75.35,No
Female,0,No,No,Yes,Month-to-month,Yes,89.4,Yes
Female,0,Yes,Yes,Yes,Two year,No,88,No
Female,1,No,No,Yes,Month-to-month,Yes,83.15,Yes
Female,1,No,No,Yes,Month-to-month,No,43.8,No
Male,0,No,No,No,One year,No,62.05,No
Female,0,No,No,Yes,One year,No,20.1,No
Male,0,No,No,Yes,Month-to-month,Yes,74.15,Yes
Female,0,Yes,No,Yes,One year,Yes,101.35,No
Female,1,No,No,Yes,Month-to-month,Yes,84.05,No
Male,0,Yes,Yes,Yes,Two year,No,20.9,No
Female,1,No,No,Yes,One year,Yes,105.9,No
Female,0,Yes,No,Yes,Month-to-month,Yes,99.5,Yes
Male,0,No,No,Yes,Month-to-month,Yes,44.15,Yes
Female,0,No,No,Yes,Month-to-month,Yes,53.9,Yes
Female,0,No,No,Yes,Month-to-month,Yes,85.45,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,85.05,No
Female,0,No,No,No,One year,No,44.1,No
Female,0,Yes,No,Yes,Two year,No,90.2,No
Female,0,Yes,Yes,Yes,Month-to-month,No,50.85,Yes
Female,0,No,Yes,Yes,Month-to-month,No,59.2,Yes
Male,0,No,No,Yes,Month-to-month,No,53.45,No
Male,0,No,No,Yes,Month-to-month,Yes,19.95,No
Male,0,No,No,Yes,Month-to-month,Yes,83.2,Yes
Female,1,No,No,Yes,Month-to-month,No,74.65,No
Female,0,No,No,Yes,Month-to-month,Yes,54.9,Yes
Male,0,Yes,No,No,Two year,Yes,57.5,No
Female,0,Yes,No,Yes,Month-to-month,Yes,103.9,Yes
Male,0,No,No,Yes,Two year,No,19.65,No
Male,0,Yes,No,Yes,One year,Yes,93.8,No
Male,0,No,No,Yes,Two year,Yes,89.25,No
Female,0,No,No,Yes,One year,Yes,94.15,No
Female,1,No,No,Yes,Month-to-month,Yes,55.6,No
Female,0,Yes,Yes,No,Month-to-month,Yes,48.7,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,19.25,Yes
Male,1,No,No,Yes,Month-to-month,Yes,104.9,No
Female,1,No,No,Yes,Month-to-month,Yes,75.45,Yes
Female,1,No,No,Yes,Month-to-month,No,54.85,Yes
Female,0,Yes,Yes,Yes,Two year,No,19.9,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,19.4,No
Male,0,Yes,No,Yes,Two year,No,25.05,No
Male,0,Yes,No,Yes,Two year,No,84.45,No
Female,0,No,No,Yes,Month-to-month,No,19.3,No
Male,1,Yes,No,Yes,Month-to-month,Yes,95.1,Yes
Female,0,No,No,Yes,One year,Yes,79.85,No
Male,0,Yes,Yes,Yes,Two year,No,25.55,No
Male,0,Yes,No,Yes,Month-to-month,Yes,75.5,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,73.75,Yes
Male,0,No,No,Yes,Month-to-month,Yes,96.05,Yes
Female,0,Yes,No,Yes,One year,Yes,68.4,No
Female,0,No,No,Yes,Month-to-month,No,20.65,No
Female,0,Yes,No,Yes,Month-to-month,Yes,55.15,No
Male,0,No,No,Yes,Month-to-month,Yes,70.6,No
Male,0,Yes,No,Yes,One year,No,19.95,No
Male,0,No,No,Yes,Month-to-month,No,19,No
Female,0,Yes,Yes,Yes,One year,Yes,44.1,No
Male,0,Yes,No,Yes,Two year,Yes,107.6,No
Male,0,No,No,Yes,One year,No,61.55,No
Male,0,No,No,Yes,Month-to-month,No,90.7,No
Female,0,Yes,Yes,Yes,One year,No,99.25,No
Female,0,Yes,No,Yes,Two year,Yes,91.7,No
Female,0,Yes,Yes,Yes,One year,Yes,100.7,No
Female,0,No,No,Yes,Two year,Yes,78.45,No
Male,0,No,No,Yes,Month-to-month,No,84.3,No
Female,0,No,No,Yes,Two year,Yes,19.55,No
Female,0,No,No,Yes,Month-to-month,Yes,88.95,Yes
Female,0,No,No,Yes,Month-to-month,No,20.45,No
Female,0,No,Yes,Yes,One year,No,55.6,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,86.8,No
Female,0,No,No,Yes,One year,No,20.95,No
Female,1,Yes,No,Yes,Two year,Yes,20.05,No
Female,0,No,No,Yes,Month-to-month,No,50.7,Yes
Female,1,Yes,No,Yes,Two year,Yes,113.65,No
Male,0,No,No,Yes,Month-to-month,No,53.4,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,101.9,Yes
Male,0,Yes,Yes,Yes,Two year,No,59.5,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,87.8,No
Female,0,No,No,No,Two year,No,41.9,No
Female,0,Yes,Yes,Yes,One year,Yes,83,Yes
Male,0,No,Yes,Yes,Month-to-month,Yes,69.85,No
Female,0,Yes,Yes,Yes,Month-to-month,No,56.3,No
Male,0,Yes,No,Yes,Month-to-month,No,109.55,No
Male,0,Yes,Yes,Yes,Two year,Yes,92.15,No
Female,0,No,No,Yes,Month-to-month,Yes,69.5,No
Female,0,Yes,No,Yes,Two year,Yes,97,No
Female,0,No,No,No,Two year,Yes,58.35,No
Male,0,No,Yes,Yes,Month-to-month,No,50.6,Yes
Male,0,No,No,Yes,Month-to-month,Yes,89.5,Yes
Female,0,Yes,Yes,Yes,One year,Yes,70.4,No
Male,0,No,No,Yes,Month-to-month,Yes,69.8,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,94.3,No
Male,1,Yes,No,Yes,Month-to-month,Yes,93.8,Yes
Female,0,Yes,Yes,Yes,One year,No,19.55,No
Male,0,No,Yes,Yes,One year,No,95.95,No
Male,0,Yes,No,Yes,Month-to-month,Yes,101.05,Yes
Female,0,Yes,No,Yes,Two year,Yes,94.8,No
Male,0,No,No,Yes,One year,Yes,107.75,No
Female,0,No,No,Yes,One year,Yes,54.6,No
Male,0,No,No,Yes,Month-to-month,Yes,71.3,No
Male,0,No,No,Yes,One year,Yes,19.5,No
Female,0,No,No,Yes,One year,Yes,56.3,No
Male,0,Yes,No,Yes,Month-to-month,Yes,94.7,Yes
Male,1,Yes,No,Yes,Two year,Yes,104.15,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,90.55,No
Female,0,Yes,Yes,Yes,One year,Yes,60.8,No
Male,0,No,No,Yes,Month-to-month,Yes,98.8,No
Male,1,Yes,No,Yes,One year,Yes,98.15,No
Male,0,Yes,No,No,One year,No,35.35,No
Female,0,Yes,No,Yes,One year,Yes,103.15,No
Female,0,No,No,Yes,One year,Yes,107.75,No
Male,0,No,No,Yes,One year,No,81.4,No
Male,0,Yes,Yes,Yes,Month-to-month,No,61.45,Yes
Female,0,Yes,Yes,Yes,One year,Yes,95.7,No
Male,1,Yes,No,Yes,One year,Yes,104.8,No
Male,1,Yes,No,Yes,One year,Yes,70.95,No
Male,0,No,No,Yes,Month-to-month,Yes,44.95,No
Female,0,Yes,No,Yes,One year,Yes,97.65,No
Female,1,Yes,Yes,No,Month-to-month,Yes,35.65,No
Male,0,No,No,Yes,Month-to-month,Yes,90.55,Yes
Female,0,No,No,Yes,Two year,Yes,85.25,No
Female,0,No,No,Yes,Month-to-month,Yes,19.5,No
Female,0,No,No,Yes,Month-to-month,Yes,88.8,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,25.1,No
Female,0,Yes,No,Yes,Month-to-month,Yes,100.05,No
Female,0,Yes,Yes,Yes,Month-to-month,No,55.7,No
Male,0,No,No,Yes,Month-to-month,Yes,85.2,Yes
Male,0,No,No,Yes,Month-to-month,Yes,91.15,No
Female,0,Yes,No,Yes,Month-to-month,Yes,83.85,No
Male,0,No,No,Yes,Month-to-month,Yes,45.9,No
Male,0,Yes,Yes,Yes,Two year,Yes,25.1,No
Male,1,No,No,Yes,Month-to-month,Yes,91.4,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,19.7,No
Female,1,No,No,Yes,Month-to-month,Yes,91.5,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,51.3,No
Female,0,No,No,Yes,One year,No,21.1,No
Female,1,No,No,Yes,Month-to-month,No,104.75,No
Male,0,Yes,No,Yes,Month-to-month,Yes,106.15,Yes
Male,1,Yes,Yes,Yes,Month-to-month,Yes,85.75,No
Female,0,Yes,Yes,Yes,One year,No,20.3,No
Male,1,Yes,No,Yes,One year,Yes,100.75,No
Female,0,No,No,Yes,Month-to-month,Yes,74.15,No
Female,0,No,No,Yes,One year,Yes,78.55,No
Female,0,No,No,Yes,Month-to-month,Yes,45.3,Yes
Male,0,Yes,No,Yes,Two year,No,19.85,No
Female,0,No,No,Yes,Month-to-month,No,50.7,No
Male,0,No,No,Yes,Month-to-month,Yes,45,No
Female,0,No,No,Yes,Month-to-month,No,77.8,No
Female,1,Yes,No,Yes,Month-to-month,Yes,83.45,No
Male,0,No,No,Yes,Month-to-month,Yes,73.25,Yes
Male,0,No,No,Yes,One year,No,94.8,No
Female,0,Yes,Yes,Yes,Two year,No,20.1,No
Male,0,No,No,Yes,Month-to-month,No,59.9,No
Female,0,Yes,No,Yes,One year,Yes,90.1,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,51.05,Yes
Male,0,Yes,No,Yes,One year,Yes,70.95,No
Female,0,No,No,No,Month-to-month,No,29.2,No
Male,0,No,No,Yes,Month-to-month,Yes,46.6,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,85.35,Yes
Male,1,No,No,Yes,Month-to-month,Yes,75.35,Yes
Male,0,No,No,Yes,Month-to-month,No,74.3,No
Female,1,Yes,No,Yes,Month-to-month,Yes,69.3,No
Male,0,No,No,Yes,Month-to-month,Yes,75.2,Yes
Female,0,No,No,Yes,Month-to-month,No,20.9,Yes
Female,0,Yes,No,Yes,One year,Yes,94.3,No
Female,0,Yes,Yes,Yes,Two year,Yes,76.45,No
Male,0,No,No,No,One year,Yes,54,No
Male,0,No,No,Yes,One year,Yes,104.25,No
Male,0,Yes,Yes,Yes,Two year,No,19.95,No
Male,0,No,No,No,Month-to-month,Yes,24.95,No
Male,0,No,No,Yes,Month-to-month,Yes,84.75,No
Male,0,No,No,Yes,Month-to-month,No,19.75,No
Female,0,No,No,Yes,Two year,Yes,113.65,No
Male,0,No,No,Yes,Month-to-month,Yes,44.9,No
Female,0,No,No,Yes,Month-to-month,Yes,75.25,No
Male,0,No,No,Yes,Two year,No,24.6,No
Male,1,No,No,Yes,One year,No,25,No
Male,0,Yes,Yes,Yes,Month-to-month,No,20.95,No
Male,0,Yes,Yes,Yes,Two year,Yes,110.6,No
Male,0,No,No,Yes,Month-to-month,Yes,55.5,No
Male,0,No,No,Yes,Month-to-month,Yes,43.3,Yes
Male,0,Yes,No,Yes,One year,Yes,109.5,Yes
Male,0,No,No,Yes,Month-to-month,No,19.45,No
Male,1,No,No,Yes,Month-to-month,Yes,84.85,No
Female,0,Yes,No,Yes,Month-to-month,No,19.6,No
Female,0,Yes,Yes,Yes,One year,No,53.45,No
Male,0,Yes,Yes,Yes,One year,No,19.8,No
Female,0,Yes,No,Yes,Two year,No,112.1,No
Female,1,No,No,Yes,Month-to-month,Yes,84.8,Yes
Female,1,Yes,No,Yes,Month-to-month,Yes,95.05,Yes
Male,1,No,No,Yes,Month-to-month,No,50.35,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,74.6,Yes
Male,0,No,No,Yes,Month-to-month,Yes,19.7,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,74.2,No
Female,0,No,No,Yes,Month-to-month,Yes,69,No
Female,0,No,No,Yes,One year,No,19.35,No
Female,0,No,No,Yes,Month-to-month,Yes,59.45,Yes
Female,0,No,No,Yes,One year,Yes,19.8,No
Female,0,No,Yes,Yes,One year,Yes,105.2,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,109.2,No
Female,0,No,No,Yes,Month-to-month,Yes,79.15,No
Male,0,Yes,Yes,Yes,One year,No,53.65,No
Male,0,Yes,Yes,Yes,Two year,No,100.2,No
Male,0,No,No,Yes,Month-to-month,Yes,45.15,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,108.65,No
Female,0,Yes,No,No,Month-to-month,No,40.65,No
Male,0,Yes,Yes,No,One year,Yes,55.35,No
Male,0,Yes,No,Yes,Two year,No,105.6,No
Male,0,Yes,No,Yes,Month-to-month,No,93.8,Yes
Female,0,No,No,Yes,Month-to-month,Yes,95.7,No
Male,0,Yes,No,Yes,Two year,No,83.2,No
Male,1,Yes,No,Yes,Two year,No,90.05,No
Male,0,No,No,Yes,One year,No,97.65,No
Male,0,Yes,Yes,Yes,Two year,Yes,68.05,No
Male,0,No,No,Yes,Month-to-month,Yes,96.2,Yes
Female,0,No,Yes,Yes,Month-to-month,Yes,79.6,Yes
Male,0,No,No,Yes,Two year,Yes,102.1,No
Male,0,No,No,Yes,Two year,No,23.4,No
Female,0,No,Yes,Yes,Month-to-month,Yes,71.05,No
Male,0,No,No,Yes,Month-to-month,Yes,85.25,Yes
Male,0,Yes,Yes,Yes,One year,No,19.45,No
Female,1,No,No,No,Month-to-month,Yes,59.45,No
Male,0,Yes,Yes,Yes,One year,No,92.2,No
Male,0,No,No,Yes,Two year,No,19.85,No
Male,0,No,No,Yes,Month-to-month,No,43.9,No
Male,0,No,No,Yes,Month-to-month,Yes,80.5,Yes
Male,1,No,No,Yes,Month-to-month,Yes,89.8,Yes
Male,1,No,No,Yes,Month-to-month,Yes,90.5,No
Male,0,No,No,Yes,One year,No,90.45,No
Male,0,No,No,Yes,Month-to-month,Yes,50.75,Yes
Female,0,No,Yes,Yes,One year,Yes,84.6,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,89.65,Yes
Female,0,No,No,Yes,Month-to-month,Yes,99.15,No
Male,0,No,No,Yes,One year,No,19.95,No
Male,0,Yes,Yes,Yes,Two year,No,20.5,No
Female,0,No,No,Yes,Month-to-month,Yes,62.1,No
Female,1,No,No,Yes,Month-to-month,Yes,79.5,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,19.55,No
Female,0,No,No,Yes,Month-to-month,Yes,20.35,No
Male,0,No,No,No,Month-to-month,Yes,51.7,No
Female,0,Yes,Yes,Yes,One year,Yes,23.3,No
Male,0,No,No,Yes,One year,Yes,65.4,Yes
Female,0,No,No,Yes,Month-to-month,No,65.1,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,81.2,No
Female,0,No,Yes,Yes,Month-to-month,Yes,72.9,Yes
Male,0,Yes,Yes,Yes,Two year,No,74.5,No
Female,0,No,No,Yes,Month-to-month,Yes,80.5,No
Male,0,Yes,Yes,No,One year,No,60.3,No
Male,0,Yes,No,Yes,Month-to-month,Yes,75,No
Male,1,Yes,No,Yes,One year,No,90.15,No
Male,0,No,No,No,Month-to-month,No,40,Yes
Male,1,No,No,Yes,Month-to-month,Yes,99.45,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,69.05,No
Male,0,Yes,Yes,Yes,Month-to-month,No,59.7,No
Female,0,Yes,No,Yes,One year,Yes,19.85,No
Female,0,No,No,Yes,Month-to-month,Yes,86.25,Yes
Female,0,No,No,Yes,Month-to-month,Yes,45.65,Yes
Male,0,No,No,Yes,Month-to-month,Yes,70.1,Yes
Female,0,No,No,No,Month-to-month,No,40.75,No
Female,1,No,No,Yes,Month-to-month,Yes,70.2,Yes
Female,0,No,No,Yes,Month-to-month,No,55.35,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,95.7,No
Male,1,No,No,Yes,Month-to-month,No,46.3,No
Female,0,Yes,Yes,Yes,Month-to-month,No,81.3,No
Male,1,Yes,Yes,Yes,Month-to-month,Yes,84.2,Yes
Female,0,Yes,Yes,Yes,Month-to-month,No,20,No
Female,0,No,No,Yes,Month-to-month,Yes,66.15,No
Male,0,No,No,Yes,Month-to-month,No,45.85,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,19.6,No
Male,0,No,No,Yes,Month-to-month,Yes,49.8,No
Female,0,Yes,No,Yes,One year,Yes,101.75,No
Female,0,No,No,Yes,One year,No,55.15,No
Male,0,No,No,Yes,Month-to-month,No,75.25,Yes
Female,0,No,No,Yes,One year,Yes,103.95,No
Female,0,No,No,Yes,Month-to-month,Yes,100.15,Yes
Male,0,No,No,Yes,Two year,Yes,99.65,No
Male,0,No,No,Yes,Month-to-month,Yes,73.7,No
Male,1,No,No,No,One year,Yes,50.05,No
Male,0,Yes,No,No,Two year,No,60.25,No
Male,1,Yes,Yes,Yes,Month-to-month,No,105.75,Yes
Female,1,Yes,No,Yes,One year,No,87.3,No
Female,1,Yes,No,No,Month-to-month,Yes,48.35,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,54.25,No
Female,0,Yes,Yes,Yes,Two year,No,85.3,No
Male,1,Yes,No,No,Month-to-month,Yes,50,No
Female,0,Yes,Yes,No,Month-to-month,Yes,24.4,Yes
Female,0,Yes,Yes,Yes,Two year,No,90.95,No
Male,1,Yes,No,Yes,Month-to-month,Yes,72.25,No
Female,1,Yes,Yes,Yes,Month-to-month,Yes,96.1,No
Female,0,Yes,No,Yes,Two year,No,19.85,No
Male,0,No,Yes,Yes,Month-to-month,Yes,55.3,No
Female,0,No,No,Yes,One year,No,20.1,No
Male,0,No,No,Yes,Month-to-month,Yes,69.5,No
Male,0,Yes,Yes,Yes,Two year,Yes,25.15,No
Female,0,No,No,Yes,Month-to-month,No,20.95,Yes
Female,1,Yes,No,Yes,Month-to-month,Yes,49.55,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,79.65,No
Female,1,No,No,Yes,Month-to-month,Yes,71.25,No
Male,1,No,No,Yes,Two year,No,113.8,No
Female,0,Yes,No,Yes,Two year,No,24.55,No
Female,0,No,Yes,Yes,Month-to-month,No,19.7,No
Male,0,No,No,Yes,Month-to-month,No,20.25,Yes
Female,1,Yes,No,Yes,Month-to-month,No,50.15,Yes
Female,1,Yes,No,Yes,One year,Yes,100.5,No
Male,1,Yes,No,Yes,Month-to-month,Yes,95.9,Yes
Female,0,No,No,Yes,Two year,Yes,74.45,No
Female,1,No,No,Yes,Month-to-month,Yes,104.1,No
Female,0,Yes,No,Yes,One year,No,19.05,No
Male,0,No,Yes,Yes,Two year,No,25,No
Female,0,No,No,Yes,Month-to-month,No,19.05,No
Male,0,No,No,Yes,One year,No,81.9,No
Male,1,No,No,Yes,Month-to-month,Yes,69.7,No
Female,0,Yes,Yes,Yes,One year,Yes,90.15,No
Male,0,Yes,Yes,Yes,Two year,No,25.35,No
Male,1,No,No,Yes,Two year,Yes,24.65,No
Female,1,Yes,No,Yes,Two year,Yes,19.55,No
Female,1,No,No,No,Month-to-month,No,25.25,Yes
Male,0,Yes,No,No,Two year,Yes,60,No
Female,0,Yes,No,Yes,Month-to-month,No,89.9,No
Female,0,Yes,No,Yes,Month-to-month,No,19.4,No
Male,1,Yes,No,Yes,Two year,No,49.8,No
Female,0,Yes,Yes,Yes,Two year,Yes,24.1,No
Female,0,No,No,Yes,Month-to-month,No,54.25,No
Male,0,Yes,No,Yes,One year,No,109.9,No
Male,0,No,No,No,One year,Yes,35.5,No
Female,0,No,No,Yes,One year,No,87.55,No
Female,0,No,No,Yes,Month-to-month,No,45.15,Yes
Female,0,No,No,Yes,Month-to-month,Yes,88.4,No
Male,0,No,No,Yes,Month-to-month,Yes,50.8,No
Male,0,Yes,No,Yes,Two year,Yes,99,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,84.4,Yes
Female,1,Yes,Yes,Yes,Two year,Yes,96.55,No
Male,0,Yes,No,Yes,One year,Yes,59.75,No
Male,0,No,No,Yes,Month-to-month,Yes,111.5,No
Female,0,Yes,Yes,Yes,Month-to-month,No,24.25,No
Female,0,No,No,Yes,Month-to-month,Yes,75.1,Yes
Female,0,Yes,No,Yes,One year,Yes,70.15,Yes
Male,0,No,No,Yes,Month-to-month,Yes,101.75,Yes
Female,0,No,No,Yes,Month-to-month,No,45.8,Yes
Female,0,No,No,Yes,Month-to-month,No,20.5,No
Male,0,No,No,Yes,One year,No,70.4,No
Female,0,No,No,No,Month-to-month,No,30.55,No
Male,0,Yes,Yes,Yes,Month-to-month,No,84.9,No
Male,0,No,No,Yes,Month-to-month,Yes,20.1,Yes
Male,0,Yes,No,No,Month-to-month,No,40.65,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,101,Yes
Male,0,No,No,Yes,Month-to-month,Yes,69.1,Yes
Male,0,Yes,No,Yes,Two year,No,54.5,No
Male,0,No,No,Yes,Month-to-month,Yes,75.35,No
